Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,UnderVotesPercent,TotalUnderVotes,TotalUnderVotesPercent,OverVotes,OverVotesPercent,TotalOverVotes,TotalOverVotesPercent,InvalidVotes,InvalidVotesPercent,TotalInvalidVotes,TotalInvalidVotesPercent,RejectedWriteInVotes,RejectedWriteInVotesPercent,TotalRejectedWriteInVotes,TotalRejectedWriteInVotesPercent,UnresolvedWriteInVotes,UnresolvedWriteInVotesPercent,TotalUnresolvedWriteInVotes,TotalUnresolvedWriteInVotesPercent
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Charlie Castro,,37,6.95%,42,6.65%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Omar Syed,,5,5.00%,21,3.32%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Omar Syed,,16,3.01%,21,3.32%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Jennifer McPherson,,4,4.00%,22,3.48%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Jennifer McPherson,,18,3.38%,22,3.48%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Elijah Norris-Holliday,,1,1.00%,7,1.11%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Elijah Norris-Holliday,,6,1.13%,7,1.11%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Jessica Kopp,,9,9.00%,46,7.28%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Jessica Kopp,,37,6.95%,46,7.28%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Tiffany Fearing,,2,2.00%,18,2.85%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Tiffany Fearing,,16,3.01%,18,2.85%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Steve Marchese,,13,13.00%,83,13.13%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Steve Marchese,,70,13.16%,83,13.13%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Zuki Ellis,,12,12.00%,75,11.87%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Zuki Ellis,,63,11.84%,75,11.87%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Ryan Williams,,2,2.00%,17,2.69%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Ryan Williams,,15,2.82%,17,2.69%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Absentee Voting,Chauntyll Allen,,10,10.00%,59,9.34%,63,63.00%,390,61.71%,37,37.00%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-12,Election Day Voting,Chauntyll Allen,,49,9.21%,59,9.34%,327,61.47%,390,61.71%,205,38.53%,242,38.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Dai Thao,,37,53.62%,226,50.45%,66,95.65%,431,96.21%,3,4.35%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Dai Thao,,189,49.87%,226,50.45%,365,96.31%,431,96.21%,14,3.69%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,"Abu Nayeem ""Frogtown Crusader""",,1,1.45%,27,6.03%,66,95.65%,431,96.21%,3,4.35%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,"Abu Nayeem ""Frogtown Crusader""",,26,6.86%,27,6.03%,365,96.31%,431,96.21%,14,3.69%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Liz De La Torre,,21,30.43%,100,22.32%,66,95.65%,431,96.21%,3,4.35%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Liz De La Torre,,79,20.84%,100,22.32%,365,96.31%,431,96.21%,14,3.69%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Anika Bowie,,7,10.14%,78,17.41%,66,95.65%,431,96.21%,3,4.35%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Anika Bowie,,71,18.73%,78,17.41%,365,96.31%,431,96.21%,14,3.69%,17,3.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Dai Thao,,8,11.59%,52,11.61%,19,27.54%,155,34.60%,50,72.46%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Dai Thao,,44,11.61%,52,11.61%,136,35.88%,155,34.60%,243,64.12%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,"Abu Nayeem ""Frogtown Crusader""",,5,7.25%,57,12.72%,19,27.54%,155,34.60%,50,72.46%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,"Abu Nayeem ""Frogtown Crusader""",,52,13.72%,57,12.72%,136,35.88%,155,34.60%,243,64.12%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Liz De La Torre,,2,2.90%,20,4.46%,19,27.54%,155,34.60%,50,72.46%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Liz De La Torre,,18,4.75%,20,4.46%,136,35.88%,155,34.60%,243,64.12%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Anika Bowie,,4,5.80%,26,5.80%,19,27.54%,155,34.60%,50,72.46%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 4th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Anika Bowie,,22,5.80%,26,5.80%,136,35.88%,155,34.60%,243,64.12%,293,65.40%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Dai Thao,,18,26.09%,108,24.11%,50,72.46%,352,78.57%,19,27.54%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Dai Thao,,90,23.75%,108,24.11%,302,79.68%,352,78.57%,77,20.32%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,"Abu Nayeem ""Frogtown Crusader""",,4,5.80%,28,6.25%,50,72.46%,352,78.57%,19,27.54%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,"Abu Nayeem ""Frogtown Crusader""",,24,6.33%,28,6.25%,302,79.68%,352,78.57%,77,20.32%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Liz De La Torre,,16,23.19%,101,22.54%,50,72.46%,352,78.57%,19,27.54%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Liz De La Torre,,85,22.43%,101,22.54%,302,79.68%,352,78.57%,77,20.32%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Anika Bowie,,12,17.39%,115,25.67%,50,72.46%,352,78.57%,19,27.54%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 2nd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Anika Bowie,,103,27.18%,115,25.67%,302,79.68%,352,78.57%,77,20.32%,96,21.43%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Dai Thao,,3,4.35%,36,8.04%,8,11.59%,73,16.29%,61,88.41%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Dai Thao,,33,8.71%,36,8.04%,65,17.15%,73,16.29%,314,82.85%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,"Abu Nayeem ""Frogtown Crusader""",,2,2.90%,8,1.79%,8,11.59%,73,16.29%,61,88.41%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,"Abu Nayeem ""Frogtown Crusader""",,6,1.58%,8,1.79%,65,17.15%,73,16.29%,314,82.85%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Liz De La Torre,,3,4.35%,16,3.57%,8,11.59%,73,16.29%,61,88.41%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Liz De La Torre,,13,3.43%,16,3.57%,65,17.15%,73,16.29%,314,82.85%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Anika Bowie,,0,0.00%,13,2.90%,8,11.59%,73,16.29%,61,88.41%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 5th Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Anika Bowie,,13,3.43%,13,2.90%,65,17.15%,73,16.29%,314,82.85%,375,83.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Dai Thao,,9,13.04%,91,20.31%,36,52.17%,249,55.58%,33,47.83%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Dai Thao,,82,21.64%,91,20.31%,213,56.20%,249,55.58%,166,43.80%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,"Abu Nayeem ""Frogtown Crusader""",,8,11.59%,39,8.71%,36,52.17%,249,55.58%,33,47.83%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,"Abu Nayeem ""Frogtown Crusader""",,31,8.18%,39,8.71%,213,56.20%,249,55.58%,166,43.80%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Liz De La Torre,,8,11.59%,60,13.39%,36,52.17%,249,55.58%,33,47.83%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Liz De La Torre,,52,13.72%,60,13.39%,213,56.20%,249,55.58%,166,43.80%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Absentee Voting,Anika Bowie,,11,15.94%,59,13.17%,36,52.17%,249,55.58%,33,47.83%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 3rd Choice - Select One,Saint Paul W-1 P-13,Election Day Voting,Anika Bowie,,48,12.66%,59,13.17%,213,56.20%,249,55.58%,166,43.80%,199,44.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-1 P-13,Absentee Voting,Yes,,45,65.22%,276,61.61%,69,100.00%,439,97.99%,0,0.00%,9,2.01%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-1 P-13,Election Day Voting,Yes,,231,60.95%,276,61.61%,370,97.63%,439,97.99%,9,2.37%,9,2.01%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-1 P-13,Absentee Voting,No,,24,34.78%,163,36.38%,69,100.00%,439,97.99%,0,0.00%,9,2.01%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-1 P-13,Election Day Voting,No,,139,36.68%,163,36.38%,370,97.63%,439,97.99%,9,2.37%,9,2.01%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Charlie Castro,,17,6.16%,108,6.03%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Charlie Castro,,91,6.00%,108,6.03%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Omar Syed,,7,2.54%,72,4.02%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Omar Syed,,65,4.29%,72,4.02%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Jennifer McPherson,,10,3.62%,78,4.35%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Jennifer McPherson,,68,4.49%,78,4.35%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Elijah Norris-Holliday,,5,1.81%,19,1.06%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Elijah Norris-Holliday,,14,0.92%,19,1.06%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Jessica Kopp,,36,13.04%,178,9.93%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Jessica Kopp,,142,9.37%,178,9.93%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Tiffany Fearing,,9,3.26%,50,2.79%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Tiffany Fearing,,41,2.70%,50,2.79%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Steve Marchese,,41,14.86%,236,13.17%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Steve Marchese,,195,12.86%,236,13.17%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Zuki Ellis,,31,11.23%,214,11.94%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Zuki Ellis,,183,12.07%,214,11.94%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Ryan Williams,,4,1.45%,34,1.90%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Ryan Williams,,30,1.98%,34,1.90%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Absentee Voting,Chauntyll Allen,,24,8.70%,148,8.26%,184,66.67%,1137,63.45%,92,33.33%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-1 P-13,Election Day Voting,Chauntyll Allen,,124,8.18%,148,8.26%,953,62.86%,1137,63.45%,563,37.14%,655,36.55%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward One 1st Choice - Select One,Saint Paul W-1 P-14,Absentee Voting,Dai Thao,,50,89.29%,167,64.23%,55,98.21%,250,96.15%,1,1.79%,10,3.85%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
